OD,OD FULL (CODE COMMUNE),NOM_COM_START,NOM_COM_END,Nombre,CENTROID_COM_START_X,CENTROID_COM_START_Y,CENTROID_COM_END_X,CENTROID_COM_END_Y,WAYPOINT_X,WAYPOINT_Y,WIDTH,WKT
PASSE PAR BOULEVARD CHAMBAUD DE LA BRUYÈRE Sud Nord,PASSE PAR BOULEVARD CHAMBAUD DE LA BRUYÈRE Sud Nord : 69072 -> 69266,Dardilly,Villeurbanne,1,4.74693137237513,45.8122086783597,4.88899121468023,45.7710534332504,4.842077,45.721641,0.1,"LINESTRING(4.74693137237513 45.8122086783597,4.842077 45.721641,4.88899121468023 45.7710534332504)"
PASSE PAR BOULEVARD CHAMBAUD DE LA BRUYÈRE Sud Nord,PASSE PAR BOULEVARD CHAMBAUD DE LA BRUYÈRE Sud Nord : 69072 -> 69287,Dardilly,Saint-Bonnet-de-Mure,1,4.74693137237513,45.8122086783597,5.02215571314931,45.6962123272296,4.842077,45.721641,0.1,"LINESTRING(4.74693137237513 45.8122086783597,4.842077 45.721641,5.02215571314931 45.6962123272296)"
PASSE PAR BOULEVARD CHAMBAUD DE LA BRUYÈRE Sud Nord,PASSE PAR BOULEVARD CHAMBAUD DE LA BRUYÈRE Sud Nord : 69072 -> 69387,Dardilly,Lyon 7e Arrondissement,1,4.74693137237513,45.8122086783597,4.83736856178182,45.7334291759191,4.842077,45.721641,0.1,"LINESTRING(4.74693137237513 45.8122086783597,4.842077 45.721641,4.83736856178182 45.7334291759191)"
PASSE PAR BOULEVARD CHAMBAUD DE LA BRUYÈRE Sud Nord,PASSE PAR BOULEVARD CHAMBAUD DE LA BRUYÈRE Sud Nord : 69076 -> 69285,Dommartin,Pusignan,1,4.71493418370489,45.8356083299818,5.06731098173269,45.7540462094066,4.842077,45.721641,0.1,"LINESTRING(4.71493418370489 45.8356083299818,4.842077 45.721641,5.06731098173269 45.7540462094066)"
PASSE PAR BOULEVARD CHAMBAUD DE LA BRUYÈRE Sud Nord,PASSE PAR BOULEVARD CHAMBAUD DE LA BRUYÈRE Sud Nord : 69076 -> 69290,Dommartin,Saint-Priest,1,4.71493418370489,45.8356083299818,4.9489228896489,45.7017753082431,4.842077,45.721641,0.1,"LINESTRING(4.71493418370489 45.8356083299818,4.842077 45.721641,4.9489228896489 45.7017753082431)"
PASSE PAR BOULEVARD CHAMBAUD DE LA BRUYÈRE Sud Nord,PASSE PAR BOULEVARD CHAMBAUD DE LA BRUYÈRE Sud Nord : 69076 -> 69387,Dommartin,Lyon 7e Arrondissement,1,4.71493418370489,45.8356083299818,4.83736856178182,45.7334291759191,4.842077,45.721641,0.1,"LINESTRING(4.71493418370489 45.8356083299818,4.842077 45.721641,4.83736856178182 45.7334291759191)"
PASSE PAR BOULEVARD CHAMBAUD DE LA BRUYÈRE Sud Nord,PASSE PAR BOULEVARD CHAMBAUD DE LA BRUYÈRE Sud Nord : 69081 -> 1248,Écully,Mionnay,1,4.7726208285424,45.7818676551703,4.92436002049865,45.8959417191684,4.842077,45.721641,0.1,"LINESTRING(4.7726208285424 45.7818676551703,4.842077 45.721641,4.92436002049865 45.8959417191684)"
PASSE PAR BOULEVARD CHAMBAUD DE LA BRUYÈRE Sud Nord,PASSE PAR BOULEVARD CHAMBAUD DE LA BRUYÈRE Sud Nord : 69081 -> 38184,Écully,Grenay,1,4.7726208285424,45.7818676551703,5.07679622708702,45.6620196370796,4.842077,45.721641,0.1,"LINESTRING(4.7726208285424 45.7818676551703,4.842077 45.721641,5.07679622708702 45.6620196370796)"
PASSE PAR BOULEVARD CHAMBAUD DE LA BRUYÈRE Sud Nord,PASSE PAR BOULEVARD CHAMBAUD DE LA BRUYÈRE Sud Nord : 69081 -> 69046,Écully,Charly,1,4.7726208285424,45.7818676551703,4.79034613720072,45.6508822462342,4.842077,45.721641,0.1,"LINESTRING(4.7726208285424 45.7818676551703,4.842077 45.721641,4.79034613720072 45.6508822462342)"
PASSE PAR BOULEVARD CHAMBAUD DE LA BRUYÈRE Sud Nord,PASSE PAR BOULEVARD CHAMBAUD DE LA BRUYÈRE Sud Nord : 69081 -> 69149,Écully,Oullins,1,4.7726208285424,45.7818676551703,4.80313321646844,45.7152846692538,4.842077,45.721641,0.1,"LINESTRING(4.7726208285424 45.7818676551703,4.842077 45.721641,4.80313321646844 45.7152846692538)"
PASSE PAR BOULEVARD CHAMBAUD DE LA BRUYÈRE Sud Nord,PASSE PAR BOULEVARD CHAMBAUD DE LA BRUYÈRE Sud Nord : 69081 -> 69256,Écully,Vaulx-en-Velin,1,4.7726208285424,45.7818676551703,4.92669597598712,45.786148063082,4.842077,45.721641,0.1,"LINESTRING(4.7726208285424 45.7818676551703,4.842077 45.721641,4.92669597598712 45.786148063082)"
PASSE PAR BOULEVARD CHAMBAUD DE LA BRUYÈRE Sud Nord,PASSE PAR BOULEVARD CHAMBAUD DE LA BRUYÈRE Sud Nord : 69081 -> 69270,Écully,Chaponnay,1,4.7726208285424,45.7818676551703,4.95027674284752,45.6283627581006,4.842077,45.721641,0.1,"LINESTRING(4.7726208285424 45.7818676551703,4.842077 45.721641,4.95027674284752 45.6283627581006)"
PASSE PAR BOULEVARD CHAMBAUD DE LA BRUYÈRE Sud Nord,PASSE PAR BOULEVARD CHAMBAUD DE LA BRUYÈRE Sud Nord : 69081 -> 69277,Écully,Genas,1,4.7726208285424,45.7818676551703,5.01608883503537,45.7299904750262,4.842077,45.721641,0.1,"LINESTRING(4.7726208285424 45.7818676551703,4.842077 45.721641,5.01608883503537 45.7299904750262)"
PASSE PAR BOULEVARD CHAMBAUD DE LA BRUYÈRE Sud Nord,PASSE PAR BOULEVARD CHAMBAUD DE LA BRUYÈRE Sud Nord : 69081 -> 69282,Écully,Meyzieu,1,4.7726208285424,45.7818676551703,5.00629233543023,45.7771600152202,4.842077,45.721641,0.1,"LINESTRING(4.7726208285424 45.7818676551703,4.842077 45.721641,5.00629233543023 45.7771600152202)"
PASSE PAR BOULEVARD CHAMBAUD DE LA BRUYÈRE Sud Nord,PASSE PAR BOULEVARD CHAMBAUD DE LA BRUYÈRE Sud Nord : 69081 -> 69287,Écully,Saint-Bonnet-de-Mure,1,4.7726208285424,45.7818676551703,5.02215571314931,45.6962123272296,4.842077,45.721641,0.1,"LINESTRING(4.7726208285424 45.7818676551703,4.842077 45.721641,5.02215571314931 45.6962123272296)"
PASSE PAR BOULEVARD CHAMBAUD DE LA BRUYÈRE Sud Nord,PASSE PAR BOULEVARD CHAMBAUD DE LA BRUYÈRE Sud Nord : 69081 -> 69297,Écully,Ternay,1,4.7726208285424,45.7818676551703,4.80674607774519,45.6050440283971,4.842077,45.721641,0.1,"LINESTRING(4.7726208285424 45.7818676551703,4.842077 45.721641,4.80674607774519 45.6050440283971)"
PASSE PAR BOULEVARD CHAMBAUD DE LA BRUYÈRE Sud Nord,PASSE PAR BOULEVARD CHAMBAUD DE LA BRUYÈRE Sud Nord : 69083 -> 69259,Éveux,Vénissieux,1,4.62208187947755,45.8246380214895,4.88119698352709,45.7042422660472,4.842077,45.721641,0.1,"LINESTRING(4.62208187947755 45.8246380214895,4.842077 45.721641,4.88119698352709 45.7042422660472)"
PASSE PAR BOULEVARD CHAMBAUD DE LA BRUYÈRE Sud Nord,PASSE PAR BOULEVARD CHAMBAUD DE LA BRUYÈRE Sud Nord : 69086 -> 69199,Fleurieux-sur-l'Arbresle,Saint-Fons,1,4.65229495216207,45.839572359073,4.85054751898645,45.7015670467414,4.842077,45.721641,0.1,"LINESTRING(4.65229495216207 45.839572359073,4.842077 45.721641,4.85054751898645 45.7015670467414)"
PASSE PAR BOULEVARD CHAMBAUD DE LA BRUYÈRE Sud Nord,PASSE PAR BOULEVARD CHAMBAUD DE LA BRUYÈRE Sud Nord : 69086 -> 69383,Fleurieux-sur-l'Arbresle,Lyon 3e Arrondissement,1,4.65229495216207,45.839572359073,4.86938666205072,45.7533324518969,4.842077,45.721641,0.1,"LINESTRING(4.65229495216207 45.839572359073,4.842077 45.721641,4.86938666205072 45.7533324518969)"
PASSE PAR BOULEVARD CHAMBAUD DE LA BRUYÈRE Sud Nord,PASSE PAR BOULEVARD CHAMBAUD DE LA BRUYÈRE Sud Nord : 69086 -> 69388,Fleurieux-sur-l'Arbresle,Lyon 8e Arrondissement,1,4.65229495216207,45.839572359073,4.86928073743304,45.7339241974647,4.842077,45.721641,0.1,"LINESTRING(4.65229495216207 45.839572359073,4.842077 45.721641,4.86928073743304 45.7339241974647)"
PASSE PAR BOULEVARD CHAMBAUD DE LA BRUYÈRE Sud Nord,PASSE PAR BOULEVARD CHAMBAUD DE LA BRUYÈRE Sud Nord : 69087 -> 69266,Fontaines-Saint-Martin,Villeurbanne,1,4.85446273218689,45.8431847460501,4.88899121468023,45.7710534332504,4.842077,45.721641,0.1,"LINESTRING(4.85446273218689 45.8431847460501,4.842077 45.721641,4.88899121468023 45.7710534332504)"
PASSE PAR BOULEVARD CHAMBAUD DE LA BRUYÈRE Sud Nord,PASSE PAR BOULEVARD CHAMBAUD DE LA BRUYÈRE Sud Nord : 69088 -> 69259,Fontaines-sur-Saône,Vénissieux,1,4.85633573620651,45.8284449481012,4.88119698352709,45.7042422660472,4.842077,45.721641,0.1,"LINESTRING(4.85633573620651 45.8284449481012,4.842077 45.721641,4.88119698352709 45.7042422660472)"
PASSE PAR BOULEVARD CHAMBAUD DE LA BRUYÈRE Sud Nord,PASSE PAR BOULEVARD CHAMBAUD DE LA BRUYÈRE Sud Nord : 69088 -> 69290,Fontaines-sur-Saône,Saint-Priest,1,4.85633573620651,45.8284449481012,4.9489228896489,45.7017753082431,4.842077,45.721641,0.1,"LINESTRING(4.85633573620651 45.8284449481012,4.842077 45.721641,4.9489228896489 45.7017753082431)"
PASSE PAR BOULEVARD CHAMBAUD DE LA BRUYÈRE Sud Nord,PASSE PAR BOULEVARD CHAMBAUD DE LA BRUYÈRE Sud Nord : 69089 -> 38449,Francheville,Saint-Quentin-Fallavier,1,4.75620747901695,45.7380162648679,5.10831957401057,45.6397806903697,4.842077,45.721641,0.1,"LINESTRING(4.75620747901695 45.7380162648679,4.842077 45.721641,5.10831957401057 45.6397806903697)"
PASSE PAR BOULEVARD CHAMBAUD DE LA BRUYÈRE Sud Nord,PASSE PAR BOULEVARD CHAMBAUD DE LA BRUYÈRE Sud Nord : 69089 -> 38475,Francheville,Satolas-et-Bonce,1,4.75620747901695,45.7380162648679,5.12581278506944,45.6826951586649,4.842077,45.721641,0.1,"LINESTRING(4.75620747901695 45.7380162648679,4.842077 45.721641,5.12581278506944 45.6826951586649)"
PASSE PAR BOULEVARD CHAMBAUD DE LA BRUYÈRE Sud Nord,PASSE PAR BOULEVARD CHAMBAUD DE LA BRUYÈRE Sud Nord : 69089 -> 69089,Francheville,Francheville,1,4.75620747901695,45.7380162648679,4.75620747901695,45.7380162648679,4.842077,45.721641,0.1,"LINESTRING(4.75620747901695 45.7380162648679,4.842077 45.721641,4.75620747901695 45.7380162648679)"
PASSE PAR BOULEVARD CHAMBAUD DE LA BRUYÈRE Sud Nord,PASSE PAR BOULEVARD CHAMBAUD DE LA BRUYÈRE Sud Nord : 69089 -> 69202,Francheville,Sainte-Foy-lès-Lyon,1,4.75620747901695,45.7380162648679,4.79358669872175,45.7358894918565,4.842077,45.721641,0.1,"LINESTRING(4.75620747901695 45.7380162648679,4.842077 45.721641,4.79358669872175 45.7358894918565)"
PASSE PAR BOULEVARD CHAMBAUD DE LA BRUYÈRE Sud Nord,PASSE PAR BOULEVARD CHAMBAUD DE LA BRUYÈRE Sud Nord : 69089 -> 69275,Francheville,Décines-Charpieu,1,4.75620747901695,45.7380162648679,4.9617090527145,45.7719771208726,4.842077,45.721641,0.1,"LINESTRING(4.75620747901695 45.7380162648679,4.842077 45.721641,4.9617090527145 45.7719771208726)"
PASSE PAR BOULEVARD CHAMBAUD DE LA BRUYÈRE Sud Nord,PASSE PAR BOULEVARD CHAMBAUD DE LA BRUYÈRE Sud Nord : 69089 -> 69287,Francheville,Saint-Bonnet-de-Mure,1,4.75620747901695,45.7380162648679,5.02215571314931,45.6962123272296,4.842077,45.721641,0.1,"LINESTRING(4.75620747901695 45.7380162648679,4.842077 45.721641,5.02215571314931 45.6962123272296)"
PASSE PAR BOULEVARD CHAMBAUD DE LA BRUYÈRE Sud Nord,PASSE PAR BOULEVARD CHAMBAUD DE LA BRUYÈRE Sud Nord : 69089 -> 69299,Francheville,Colombier-Saugnieu,1,4.75620747901695,45.7380162648679,5.1035018306464,45.7179737933416,4.842077,45.721641,0.1,"LINESTRING(4.75620747901695 45.7380162648679,4.842077 45.721641,5.1035018306464 45.7179737933416)"
PASSE PAR BOULEVARD CHAMBAUD DE LA BRUYÈRE Sud Nord,PASSE PAR BOULEVARD CHAMBAUD DE LA BRUYÈRE Sud Nord : 69089 -> 69387,Francheville,Lyon 7e Arrondissement,1,4.75620747901695,45.7380162648679,4.83736856178182,45.7334291759191,4.842077,45.721641,0.1,"LINESTRING(4.75620747901695 45.7380162648679,4.842077 45.721641,4.83736856178182 45.7334291759191)"
PASSE PAR BOULEVARD CHAMBAUD DE LA BRUYÈRE Sud Nord,PASSE PAR BOULEVARD CHAMBAUD DE LA BRUYÈRE Sud Nord : 69091 -> 38519,Givors,Valencin,1,4.75788678452702,45.5813137555706,5.02778854427342,45.6076525495304,4.842077,45.721641,0.1,"LINESTRING(4.75788678452702 45.5813137555706,4.842077 45.721641,5.02778854427342 45.6076525495304)"
PASSE PAR BOULEVARD CHAMBAUD DE LA BRUYÈRE Sud Nord,PASSE PAR BOULEVARD CHAMBAUD DE LA BRUYÈRE Sud Nord : 69091 -> 69091,Givors,Givors,1,4.75788678452702,45.5813137555706,4.75788678452702,45.5813137555706,4.842077,45.721641,0.1,"LINESTRING(4.75788678452702 45.5813137555706,4.842077 45.721641,4.75788678452702 45.5813137555706)"
PASSE PAR BOULEVARD CHAMBAUD DE LA BRUYÈRE Sud Nord,PASSE PAR BOULEVARD CHAMBAUD DE LA BRUYÈRE Sud Nord : 69094 -> 69029,Grézieu-la-Varenne,Bron,1,4.68964799710082,45.7479986267846,4.91194010503519,45.7346725078783,4.842077,45.721641,0.1,"LINESTRING(4.68964799710082 45.7479986267846,4.842077 45.721641,4.91194010503519 45.7346725078783)"
PASSE PAR BOULEVARD CHAMBAUD DE LA BRUYÈRE Sud Nord,PASSE PAR BOULEVARD CHAMBAUD DE LA BRUYÈRE Sud Nord : 69094 -> 69277,Grézieu-la-Varenne,Genas,1,4.68964799710082,45.7479986267846,5.01608883503537,45.7299904750262,4.842077,45.721641,0.1,"LINESTRING(4.68964799710082 45.7479986267846,4.842077 45.721641,5.01608883503537 45.7299904750262)"
PASSE PAR BOULEVARD CHAMBAUD DE LA BRUYÈRE Sud Nord,PASSE PAR BOULEVARD CHAMBAUD DE LA BRUYÈRE Sud Nord : 69094 -> 69381,Grézieu-la-Varenne,Lyon 1er Arrondissement,1,4.68964799710082,45.7479986267846,4.82866209758451,45.7700659310131,4.842077,45.721641,0.1,"LINESTRING(4.68964799710082 45.7479986267846,4.842077 45.721641,4.82866209758451 45.7700659310131)"
PASSE PAR BOULEVARD CHAMBAUD DE LA BRUYÈRE Sud Nord,PASSE PAR BOULEVARD CHAMBAUD DE LA BRUYÈRE Sud Nord : 69100 -> 69100,Irigny,Irigny,1,4.81778772649342,45.6751015022618,4.81778772649342,45.6751015022618,4.842077,45.721641,0.1,"LINESTRING(4.81778772649342 45.6751015022618,4.842077 45.721641,4.81778772649342 45.6751015022618)"
PASSE PAR BOULEVARD CHAMBAUD DE LA BRUYÈRE Sud Nord,PASSE PAR BOULEVARD CHAMBAUD DE LA BRUYÈRE Sud Nord : 69100 -> 69259,Irigny,Vénissieux,1,4.81778772649342,45.6751015022618,4.88119698352709,45.7042422660472,4.842077,45.721641,0.1,"LINESTRING(4.81778772649342 45.6751015022618,4.842077 45.721641,4.88119698352709 45.7042422660472)"
PASSE PAR BOULEVARD CHAMBAUD DE LA BRUYÈRE Sud Nord,PASSE PAR BOULEVARD CHAMBAUD DE LA BRUYÈRE Sud Nord : 69100 -> 69260,Irigny,Vernaison,1,4.81778772649342,45.6751015022618,4.8094586123171,45.6494974210512,4.842077,45.721641,0.1,"LINESTRING(4.81778772649342 45.6751015022618,4.842077 45.721641,4.8094586123171 45.6494974210512)"
PASSE PAR BOULEVARD CHAMBAUD DE LA BRUYÈRE Sud Nord,PASSE PAR BOULEVARD CHAMBAUD DE LA BRUYÈRE Sud Nord : 69100 -> 69266,Irigny,Villeurbanne,1,4.81778772649342,45.6751015022618,4.88899121468023,45.7710534332504,4.842077,45.721641,0.1,"LINESTRING(4.81778772649342 45.6751015022618,4.842077 45.721641,4.88899121468023 45.7710534332504)"
PASSE PAR BOULEVARD CHAMBAUD DE LA BRUYÈRE Sud Nord,PASSE PAR BOULEVARD CHAMBAUD DE LA BRUYÈRE Sud Nord : 69100 -> 69279,Irigny,Jonage,1,4.81778772649342,45.6751015022618,5.04132081083843,45.7912752041892,4.842077,45.721641,0.1,"LINESTRING(4.81778772649342 45.6751015022618,4.842077 45.721641,5.04132081083843 45.7912752041892)"
PASSE PAR BOULEVARD CHAMBAUD DE LA BRUYÈRE Sud Nord,PASSE PAR BOULEVARD CHAMBAUD DE LA BRUYÈRE Sud Nord : 69100 -> 69383,Irigny,Lyon 3e Arrondissement,1,4.81778772649342,45.6751015022618,4.86938666205072,45.7533324518969,4.842077,45.721641,0.1,"LINESTRING(4.81778772649342 45.6751015022618,4.842077 45.721641,4.86938666205072 45.7533324518969)"
PASSE PAR BOULEVARD CHAMBAUD DE LA BRUYÈRE Sud Nord,PASSE PAR BOULEVARD CHAMBAUD DE LA BRUYÈRE Sud Nord : 69112 -> 69029,Lentilly,Bron,1,4.67034946901628,45.8124237823379,4.91194010503519,45.7346725078783,4.842077,45.721641,0.1,"LINESTRING(4.67034946901628 45.8124237823379,4.842077 45.721641,4.91194010503519 45.7346725078783)"
PASSE PAR BOULEVARD CHAMBAUD DE LA BRUYÈRE Sud Nord,PASSE PAR BOULEVARD CHAMBAUD DE LA BRUYÈRE Sud Nord : 69112 -> 69259,Lentilly,Vénissieux,1,4.67034946901628,45.8124237823379,4.88119698352709,45.7042422660472,4.842077,45.721641,0.1,"LINESTRING(4.67034946901628 45.8124237823379,4.842077 45.721641,4.88119698352709 45.7042422660472)"
PASSE PAR BOULEVARD CHAMBAUD DE LA BRUYÈRE Sud Nord,PASSE PAR BOULEVARD CHAMBAUD DE LA BRUYÈRE Sud Nord : 69112 -> 69287,Lentilly,Saint-Bonnet-de-Mure,1,4.67034946901628,45.8124237823379,5.02215571314931,45.6962123272296,4.842077,45.721641,0.1,"LINESTRING(4.67034946901628 45.8124237823379,4.842077 45.721641,5.02215571314931 45.6962123272296)"
PASSE PAR BOULEVARD CHAMBAUD DE LA BRUYÈRE Sud Nord,PASSE PAR BOULEVARD CHAMBAUD DE LA BRUYÈRE Sud Nord : 69116 -> 69277,Limonest,Genas,1,4.77120765156727,45.8309599320743,5.01608883503537,45.7299904750262,4.842077,45.721641,0.1,"LINESTRING(4.77120765156727 45.8309599320743,4.842077 45.721641,5.01608883503537 45.7299904750262)"
PASSE PAR BOULEVARD CHAMBAUD DE LA BRUYÈRE Sud Nord,PASSE PAR BOULEVARD CHAMBAUD DE LA BRUYÈRE Sud Nord : 69116 -> 69383,Limonest,Lyon 3e Arrondissement,1,4.77120765156727,45.8309599320743,4.86938666205072,45.7533324518969,4.842077,45.721641,0.1,"LINESTRING(4.77120765156727 45.8309599320743,4.842077 45.721641,4.86938666205072 45.7533324518969)"
PASSE PAR BOULEVARD CHAMBAUD DE LA BRUYÈRE Sud Nord,PASSE PAR BOULEVARD CHAMBAUD DE LA BRUYÈRE Sud Nord : 69116 -> 69387,Limonest,Lyon 7e Arrondissement,1,4.77120765156727,45.8309599320743,4.83736856178182,45.7334291759191,4.842077,45.721641,0.1,"LINESTRING(4.77120765156727 45.8309599320743,4.842077 45.721641,4.83736856178182 45.7334291759191)"
PASSE PAR BOULEVARD CHAMBAUD DE LA BRUYÈRE Sud Nord,PASSE PAR BOULEVARD CHAMBAUD DE LA BRUYÈRE Sud Nord : 69117 -> 69259,Lissieu,Vénissieux,1,4.74530635439726,45.8552284238254,4.88119698352709,45.7042422660472,4.842077,45.721641,0.1,"LINESTRING(4.74530635439726 45.8552284238254,4.842077 45.721641,4.88119698352709 45.7042422660472)"
PASSE PAR BOULEVARD CHAMBAUD DE LA BRUYÈRE Sud Nord,PASSE PAR BOULEVARD CHAMBAUD DE LA BRUYÈRE Sud Nord : 69117 -> 69299,Lissieu,Colombier-Saugnieu,1,4.74530635439726,45.8552284238254,5.1035018306464,45.7179737933416,4.842077,45.721641,0.1,"LINESTRING(4.74530635439726 45.8552284238254,4.842077 45.721641,5.1035018306464 45.7179737933416)"
PASSE PAR BOULEVARD CHAMBAUD DE LA BRUYÈRE Sud Nord,PASSE PAR BOULEVARD CHAMBAUD DE LA BRUYÈRE Sud Nord : 69121 -> 69029,Lozanne,Bron,1,4.68476431026742,45.8528886736308,4.91194010503519,45.7346725078783,4.842077,45.721641,0.1,"LINESTRING(4.68476431026742 45.8528886736308,4.842077 45.721641,4.91194010503519 45.7346725078783)"
PASSE PAR BOULEVARD CHAMBAUD DE LA BRUYÈRE Sud Nord,PASSE PAR BOULEVARD CHAMBAUD DE LA BRUYÈRE Sud Nord : 69121 -> 69273,Lozanne,Corbas,1,4.68476431026742,45.8528886736308,4.90851842674107,45.6683278201109,4.842077,45.721641,0.1,"LINESTRING(4.68476431026742 45.8528886736308,4.842077 45.721641,4.90851842674107 45.6683278201109)"
PASSE PAR BOULEVARD CHAMBAUD DE LA BRUYÈRE Sud Nord,PASSE PAR BOULEVARD CHAMBAUD DE LA BRUYÈRE Sud Nord : 69121 -> 69290,Lozanne,Saint-Priest,1,4.68476431026742,45.8528886736308,4.9489228896489,45.7017753082431,4.842077,45.721641,0.1,"LINESTRING(4.68476431026742 45.8528886736308,4.842077 45.721641,4.9489228896489 45.7017753082431)"
PASSE PAR BOULEVARD CHAMBAUD DE LA BRUYÈRE Sud Nord,PASSE PAR BOULEVARD CHAMBAUD DE LA BRUYÈRE Sud Nord : 69125 -> 69259,Marcilly-d'Azergues,Vénissieux,1,4.73071116885699,45.8686139300529,4.88119698352709,45.7042422660472,4.842077,45.721641,0.1,"LINESTRING(4.73071116885699 45.8686139300529,4.842077 45.721641,4.88119698352709 45.7042422660472)"
PASSE PAR BOULEVARD CHAMBAUD DE LA BRUYÈRE Sud Nord,PASSE PAR BOULEVARD CHAMBAUD DE LA BRUYÈRE Sud Nord : 69125 -> 69290,Marcilly-d'Azergues,Saint-Priest,1,4.73071116885699,45.8686139300529,4.9489228896489,45.7017753082431,4.842077,45.721641,0.1,"LINESTRING(4.73071116885699 45.8686139300529,4.842077 45.721641,4.9489228896489 45.7017753082431)"
PASSE PAR BOULEVARD CHAMBAUD DE LA BRUYÈRE Sud Nord,PASSE PAR BOULEVARD CHAMBAUD DE LA BRUYÈRE Sud Nord : 69127 -> 69199,Marcy-l'Étoile,Saint-Fons,1,4.71148450120891,45.7849669371635,4.85054751898645,45.7015670467414,4.842077,45.721641,0.1,"LINESTRING(4.71148450120891 45.7849669371635,4.842077 45.721641,4.85054751898645 45.7015670467414)"
PASSE PAR BOULEVARD CHAMBAUD DE LA BRUYÈRE Sud Nord,PASSE PAR BOULEVARD CHAMBAUD DE LA BRUYÈRE Sud Nord : 69127 -> 69275,Marcy-l'Étoile,Décines-Charpieu,1,4.71148450120891,45.7849669371635,4.9617090527145,45.7719771208726,4.842077,45.721641,0.1,"LINESTRING(4.71148450120891 45.7849669371635,4.842077 45.721641,4.9617090527145 45.7719771208726)"
PASSE PAR BOULEVARD CHAMBAUD DE LA BRUYÈRE Sud Nord,PASSE PAR BOULEVARD CHAMBAUD DE LA BRUYÈRE Sud Nord : 69127 -> 69290,Marcy-l'Étoile,Saint-Priest,1,4.71148450120891,45.7849669371635,4.9489228896489,45.7017753082431,4.842077,45.721641,0.1,"LINESTRING(4.71148450120891 45.7849669371635,4.842077 45.721641,4.9489228896489 45.7017753082431)"
PASSE PAR BOULEVARD CHAMBAUD DE LA BRUYÈRE Sud Nord,PASSE PAR BOULEVARD CHAMBAUD DE LA BRUYÈRE Sud Nord : 69131 -> 69131,Messimy,Messimy,1,4.67254038550832,45.6989689773504,4.67254038550832,45.6989689773504,4.842077,45.721641,0.1,"LINESTRING(4.67254038550832 45.6989689773504,4.842077 45.721641,4.67254038550832 45.6989689773504)"
PASSE PAR BOULEVARD CHAMBAUD DE LA BRUYÈRE Sud Nord,PASSE PAR BOULEVARD CHAMBAUD DE LA BRUYÈRE Sud Nord : 69133 -> 69133,Millery,Millery,1,4.77836658954488,45.6311378052207,4.77836658954488,45.6311378052207,4.842077,45.721641,0.1,"LINESTRING(4.77836658954488 45.6311378052207,4.842077 45.721641,4.77836658954488 45.6311378052207)"
PASSE PAR BOULEVARD CHAMBAUD DE LA BRUYÈRE Sud Nord,PASSE PAR BOULEVARD CHAMBAUD DE LA BRUYÈRE Sud Nord : 69136 -> 69029,Montagny,Bron,1,4.74990334050455,45.6249939581654,4.91194010503519,45.7346725078783,4.842077,45.721641,0.1,"LINESTRING(4.74990334050455 45.6249939581654,4.842077 45.721641,4.91194010503519 45.7346725078783)"
PASSE PAR BOULEVARD CHAMBAUD DE LA BRUYÈRE Sud Nord,PASSE PAR BOULEVARD CHAMBAUD DE LA BRUYÈRE Sud Nord : 69141 -> 38408,Mornant,Saint-Just-Chaleyssin,1,4.67351157160135,45.6162978786089,5.00463307537186,45.5869656763425,4.842077,45.721641,0.1,"LINESTRING(4.67351157160135 45.6162978786089,4.842077 45.721641,5.00463307537186 45.5869656763425)"
PASSE PAR BOULEVARD CHAMBAUD DE LA BRUYÈRE Sud Nord,PASSE PAR BOULEVARD CHAMBAUD DE LA BRUYÈRE Sud Nord : 69142 -> 1049,La Mulatière,La Boisse,1,4.81266899455895,45.7301696703103,5.02834178655628,45.8446340759464,4.842077,45.721641,0.1,"LINESTRING(4.81266899455895 45.7301696703103,4.842077 45.721641,5.02834178655628 45.8446340759464)"
PASSE PAR BOULEVARD CHAMBAUD DE LA BRUYÈRE Sud Nord,PASSE PAR BOULEVARD CHAMBAUD DE LA BRUYÈRE Sud Nord : 69142 -> 38475,La Mulatière,Satolas-et-Bonce,1,4.81266899455895,45.7301696703103,5.12581278506944,45.6826951586649,4.842077,45.721641,0.1,"LINESTRING(4.81266899455895 45.7301696703103,4.842077 45.721641,5.12581278506944 45.6826951586649)"
PASSE PAR BOULEVARD CHAMBAUD DE LA BRUYÈRE Sud Nord,PASSE PAR BOULEVARD CHAMBAUD DE LA BRUYÈRE Sud Nord : 69142 -> 69034,La Mulatière,Caluire-et-Cuire,1,4.81266899455895,45.7301696703103,4.85158197526667,45.7976784929081,4.842077,45.721641,0.1,"LINESTRING(4.81266899455895 45.7301696703103,4.842077 45.721641,4.85158197526667 45.7976784929081)"
PASSE PAR BOULEVARD CHAMBAUD DE LA BRUYÈRE Sud Nord,PASSE PAR BOULEVARD CHAMBAUD DE LA BRUYÈRE Sud Nord : 69142 -> 69142,La Mulatière,La Mulatière,1,4.81266899455895,45.7301696703103,4.81266899455895,45.7301696703103,4.842077,45.721641,0.1,"LINESTRING(4.81266899455895 45.7301696703103,4.842077 45.721641,4.81266899455895 45.7301696703103)"
